,ref_name,ref_first,ref_last,elec_name,elec_url,house_or_senate,state,party,start_year,end_year,match
390,"Santini, James D.",James D.,Santini,,,House,Nevada,Democratic,1975,1983,fail-lastname
391,"Hastings, James F.",James F.,Hastings,,,House,New York,Republican,1969,1977,fail-firstname
392,"Lloyd, James F.",James F.,Lloyd,,,House,California,Democratic,1975,1981,fail-firstname
393,"McNulty, James F., Jr.","James F., Jr.",McNulty,,,House,Arizona,Democratic,1983,1985,fail-firstname
394,"O'Hara, James G.",James G.,O'Hara,,,House,Michigan,Democratic,1959,1977,fail-firstname
395,"Scheuer, James H.",James H.,Scheuer,,,House,New York,Democratic,1965,1993,fail-lastname
396,"Weaver, James H.",James H.,Weaver,,,House,Oregon,Democratic,1975,1987,fail-firstname
397,"Delaney, James J.",James J.,Delaney,,,House,New York,Democratic,1945,1979,fail-firstname
398,"Florio, James J.",James J.,Florio,,,House,New Jersey,Democratic,1975,1991,fail-lastname
399,"Coyne, James K.",James K.,Coyne,,,House,Pennsylvania,Republican,1981,1983,fail-firstname
400,"Buckley, James L.",James L.,Buckley,,,Senate,New York,Republican,1971,1977,fail-firstname
401,"Nelligan, James L.",James L.,Nelligan,,,House,Pennsylvania,Republican,1981,1983,fail-lastname
402,"Collins, James M.",James M.,Collins,,,House,Texas,Republican,1967,1983,fail-firstname
403,"Hanley, James M.",James M.,Hanley,,,House,New York,Democratic,1965,1981,fail-lastname
404,"Shannon, James M.",James M.,Shannon,,,House,Massachusetts,Democratic,1979,1985,fail-firstname
405,"Clarke, James McC.",James McC.,Clarke,,,House,North Carolina,Democratic,1983,1991,fail-firstname
406,"Eastland, James O.",James O.,Eastland,,,Senate,Mississippi,Democratic,1941,1979,fail-lastname
407,"Mann, James R.",James R.,Mann,,,House,South Carolina,Democratic,1969,1979,fail-firstname
408,"Olin, James R.",James R.,Olin,,,House,Virginia,Democratic,1983,1993,fail-lastname
409,"Grover, James R., Jr.","James R., Jr.",Grover,,,House,New York,Republican,1963,1975,only-surname
410,"Broyhill, James T.",James T.,Broyhill,,,"House,Senate",North Carolina,Republican,1963,1987,fail-lastname
411,"Hansen, James V.",James V.,Hansen,,,House,Utah,Republican,1981,2003,ambiguous
412,"Stanton, James V.",James V.,Stanton,,,House,Ohio,Independent,1971,1977,fail-firstname
413,"Symington, James W.",James W.,Symington,,,House,Missouri,Democratic,1969,1977,fail-lastname
414,"Benitez, Jamie",Jamie,Benitez,,,House,Puerto Rico,Democratic,1973,1977,only-surname
415,"Fuster, Jamie B.",Jamie B.,Fuster,,,House,Puerto Rico,Democratic,1985,1993,fail-lastname
416,"Schakowsky, Janice D.",Janice D.,Schakowsky,,,House,Illinois,Democratic,1999,9999,only-surname
417,"Ashbrook, Jean",Jean,Ashbrook,,,House,Ohio,Republican,1981,1983,fail-lastname
418,"Bradley, Jeb",Jeb,Bradley,,,House,New Hampshire,Republican,2003,2007,ambiguous
419,"Chiesa, Jeff",Jeff,Chiesa,,,Senate,New Jersey,Republican,2013,2013,fail-lastname
420,"Miller, Jeff",Jeff,Miller,,,House,Florida,Republican,2001,2017,ambiguous
421,"González-Colón, Jenniffer",Jenniffer,González-Colón,,,House,Puerto Rico,Republican,2017,2025,fail-firstname
422,"Randolph, Jennings",Jennings,Randolph,,,"House,Senate",West Virginia,Democratic,1933,1985,only-surname
423,"Denton, Jeremiah",Jeremiah,Denton,,,Senate,Alabama,Republican,1981,1987,fail-firstname
424,"Ambro, Jerome A.",Jerome A.,Ambro,,,House,New York,Democratic,1975,1981,fail-lastname
425,"Waldie, Jerome R.",Jerome R.,Waldie,,,House,California,Democratic,1965,1975,fail-lastname
426,"Nadler, Jerrold",Jerrold,Nadler,,,House,New York,Democratic,1991,9999,only-surname
427,"Litton, Jerry",Jerry,Litton,,,House,Missouri,Democratic,1973,1977,only-surname
428,"Weller, Jerry",Jerry,Weller,,,House,Illinois,Republican,1995,2009,only-surname
429,"Pettis, Jerry L.",Jerry L.,Pettis,,,House,California,Republican,1967,1977,fail-lastname
430,"Patterson, Jerry M.",Jerry M.,Patterson,,,House,California,Democratic,1975,1985,fail-firstname
431,"Bates, Jim",Jim,Bates,,,House,California,Democratic,1983,1991,fail-firstname
432,"Courter, Jim",Jim,Courter,,,House,New Jersey,Republican,1979,1991,fail-lastname
433,"Davis, Jim",Jim,Davis,,,House,Florida,Democratic,1997,2007,ambiguous
434,"McDermott, Jim",Jim,McDermott,,,House,Washington,Democratic,1989,2017,ambiguous
435,"Moody, Jim",Jim,Moody,,,House,Wisconsin,Democratic,1983,1993,fail-firstname
436,"Burdick, Jocelyn",Jocelyn,Burdick,,,Senate,North Dakota,Democratic,1991,1993,fail-lastname
437,"Garcia, Joe",Joe,Garcia,,,House,Florida,Democratic,2013,2015,ambiguous
438,"Skubitz, Joe",Joe,Skubitz,,,House,Kansas,Republican,1963,1979,fail-lastname
439,"Walsh, Joe",Joe,Walsh,,,House,Illinois,Republican,2011,2013,ambiguous
440,"Waggonner, Joe D., Jr.","Joe D., Jr.",Waggonner,,,House,Louisiana,Democratic,1961,1979,fail-lastname
441,"Evins, Joe L.",Joe L.,Evins,,,House,Tennessee,Democratic,1947,1977,fail-lastname
442,"Wyatt, Joe, Jr.","Joe, Jr.",Wyatt,,,House,Texas,Democratic,1979,1981,fail-firstname
443,"Pritchard, Joel",Joel,Pritchard,,,House,Washington,Republican,1973,1985,fail-lastname
444,"Broyhill, Joel T.",Joel T.,Broyhill,,,House,Virginia,Republican,1953,1975,fail-lastname
445,"Fisher, Joesph L.",Joesph L.,Fisher,,,House,Virginia,Democratic,1975,1981,fail-firstname
446,"Brademas, John",John,Brademas,,,House,Indiana,Democratic,1959,1981,fail-lastname
447,"Buchanan, John",John,Buchanan,,,House,Alabama,Republican,1965,1981,fail-firstname
448,"Burton, John",John,Burton,,,House,California,Democratic,1973,1983,fail-firstname
449,"Dellenback, John",John,Dellenback,,,House,Oregon,Republican,1967,1975,fail-lastname
450,"Edwards, John",John,Edwards,,,Senate,North Carolina,Democratic,1999,2005,ambiguous
451,"Heinz, John",John,Heinz,,,"House,Senate",Pennsylvania,Republican,1971,1993,only-surname
452,"Jarman, John",John,Jarman,,,House,Oklahoma,Democratic,1951,1977,fail-lastname
453,"LeBoutillier, John",John,LeBoutillier,,,House,New York,Republican,1981,1983,fail-lastname
454,"Lewis, John",John,Lewis,,,House,Georgia,Democratic,1987,2020,ambiguous
455,"Melcher, John",John,Melcher,,,"House,Senate",Montana,Democratic,1969,1989,only-surname
456,"Slack, John",John,Slack,,,House,West Virginia,Democratic,1959,1981,fail-lastname
457,"Warner, John",John,Warner,,,Senate,Virginia,Republican,1979,2009,ambiguous
458,"Young, John",John,Young,,,House,Texas,Democratic,1957,1979,fail-firstname
459,"Durkin, John A.",John A.,Durkin,,,Senate,New Hampshire,Democratic,1975,1981,only-surname
460,"Blatnik, John Anton",John Anton,Blatnik,,,House,Minnesota,Democratic,1947,1975,fail-lastname
461,"Anderson, John B.",John B.,Anderson,,,House,Illinois,Republican,1961,1981,ambiguous
462,"Breckinridge, John B.",John B.,Breckinridge,,,House,Kentucky,Democratic,1973,1979,fail-lastname
463,"Conlan, John B.",John B.,Conlan,,,House,Arizona,Republican,1973,1977,fail-lastname
464,"Larson, John B.",John B.,Larson,,,House,Connecticut,Democratic,1999,9999,ambiguous
465,"Culver, John C.",John C.,Culver,,,"House,Senate",Iowa,Democratic,1965,1981,only-surname
466,"Danforth, John C.",John C.,Danforth,,,Senate,Missouri,Republican,1977,1995,fail-lastname
467,"Kluczynski, John C.",John C.,Kluczynski,,,House,Illinois,Democratic,1951,1977,fail-lastname
468,"Stennis, John C.",John C.,Stennis,,,Senate,Mississippi,Democratic,1947,1989,fail-lastname
469,"Rockefeller, John D., IV","John D., IV",Rockefeller,,,Senate,West Virginia,Democratic,1985,2015,only-surname
470,"Grotberg, John E.",John E.,Grotberg,,,House,Illinois,Republican,1985,1987,only-surname
471,"Hunt, John E.",John E.,Hunt,,,House,New Jersey,Republican,1967,1975,fail-firstname
472,"Moss, John E.",John E.,Moss,,,House,California,Democratic,1953,1979,fail-firstname
473,"Peterson, John E.",John E.,Peterson,,,House,Pennsylvania,Republican,1997,2009,ambiguous
474,"Sweeney, John E.",John E.,Sweeney,,,House,New York,Republican,1999,2007,ambiguous
475,"Walsh, John E.",John E.,Walsh,,,Senate,Montana,Democratic,2014,2015,ambiguous
476,"Cunningham, John E. (Jack)",John E. (Jack),Cunningham,,,House,Washington,Republican,1977,1979,ambiguous
477,"Seiberling, John F.",John F.,Seiberling,,,House,Ohio,Democratic,1971,1987,fail-lastname
478,"Fary, John G.",John G.,Fary,,,House,Illinois,Democratic,1975,1983,fail-lastname
479,"Hutchinson, John G.",John G.,Hutchinson,,,House,West Virginia,Democratic,1979,1981,fail-firstname
480,"Rowland, John G.",John G.,Rowland,,,House,Connecticut,Republican,1985,1991,fail-firstname
481,"Tower, John G.",John G.,Tower,,,Senate,Texas,Republican,1961,1985,only-surname
482,"Dent, John H.",John H.,Dent,,,House,Pennsylvania,Democratic,1957,1979,only-surname
483,"Krebs, John H.",John H.,Krebs,,,House,California,Democratic,1975,1979,fail-lastname
484,"Rousselot, John H.",John H.,Rousselot,,,House,California,Republican,1961,1983,fail-lastname
485,"Ware, John H.",John H.,Ware,,,House,Pennsylvania,Republican,1969,1975,fail-lastname
486,"Cavanaugh, John J.",John J.,Cavanaugh,,,House,Nebraska,Democratic,1977,1981,fail-firstname
487,"Duncan, John J.",John J.,Duncan,,,House,Tennessee,Republican,1965,1989,ambiguous
488,"McFall, John J.",John J.,McFall,,,House,California,Democratic,1957,1979,only-surname
489,"McGuire, John J.",John J.,McGuire,,,House,Virginia,Republican,2025,9999,ambiguous
490,"Sparkman, John J.",John J.,Sparkman,,,"House,Senate",Alabama,Democratic,1937,1979,fail-lastname
491,"Flynt, John J., Jr.","John J., Jr.",Flynt,,,House,Georgia,Democratic,1953,1979,fail-lastname
492,"Delaney, John K.",John K.,Delaney,,,House,Maryland,Democratic,2013,2019,ambiguous
493,"McClellan, John L.",John L.,McClellan,,,"House,Senate",Arkansas,Democratic,1935,1979,fail-firstname
494,"Napier, John L.",John L.,Napier,,,House,South Carolina,Republican,1981,1983,only-surname
495,"Ashbrook, John M.",John M.,Ashbrook,,,House,Ohio,Republican,1961,1983,fail-lastname
496,"McHugh, John M.",John M.,McHugh,,,House,New York,Republican,1993,2009,ambiguous
497,"Zwach, John M.",John M.,Zwach,,,House,Minnesota,Republican,1967,1975,fail-lastname
498,"Erlenborn, John N.",John N.,Erlenborn,,,House,Illinois,Republican,1965,1985,fail-lastname
499,"Camp, John N. Happy",John N. Happy,Camp,,,House,Oklahoma,Republican,1969,1975,fail-firstname
500,"Pastore, John O.",John O.,Pastore,,,Senate,Rhode Island,Democratic,1949,1977,only-surname
501,"East, John P.",John P.,East,,,Senate,North Carolina,Republican,1981,1987,only-surname
502,"Hammerschmidt, John P.",John P.,Hammerschmidt,,,House,Arkansas,Republican,1967,1993,fail-lastname
503,"Saylor, John P.",John P.,Saylor,,,House,Pennsylvania,Republican,1949,1975,only-surname
504,"Hiler, John Patrick",John Patrick,Hiler,,,House,Indiana,Republican,1981,1991,fail-lastname
505,"Carter, John R.",John R.,Carter,,,House,Texas,Republican,2003,9999,ambiguous
506,"Curtis, John R.",John R.,Curtis,,,"House,Senate",Utah,Republican,2017,9999,ambiguous
507,"Rarick, John R.",John R.,Rarick,,,House,Louisiana,Democratic,1967,1975,fail-lastname
508,"McKernan, John R., Jr.","John R., Jr.",McKernan,,,House,Maine,Republican,1983,1987,fail-lastname
509,"Tunney, John V.",John V.,Tunney,,,"House,Senate",California,Democratic,1965,1977,only-surname
510,"Davis, John W.",John W.,Davis,,,House,Georgia,Democratic,1961,1975,ambiguous
511,"Wydler, John W.",John W.,Wydler,,,House,New York,Republican,1963,1981,fail-lastname
512,"Jenrette, John W., Jr.","John W., Jr.",Jenrette,,,House,South Carolina,Democratic,1975,1981,fail-lastname
513,"McCollister, John Y.",John Y.,McCollister,,,House,Nebraska,Republican,1971,1977,fail-lastname
514,"Husted, Jon",Jon,Husted,,,Senate,Ohio,Republican,2025,9999,fail-lastname
515,"Hinson, Jon C.",Jon C.,Hinson,,,House,Mississippi,Republican,1979,1983,fail-firstname
516,"Porter, Jon C.",Jon C.,Porter,,,House,Nevada,Republican,2003,2009,ambiguous
517,"Bingham, Jonathan B.",Jonathan B.,Bingham,,,House,New York,Democratic,1965,1983,fail-firstname
518,"Jackson, Jonathan L.",Jonathan L.,Jackson,,,House,Illinois,Democratic,2023,9999,ambiguous
519,"LeFante, Joseph A.",Joseph A.,LeFante,,,House,New Jersey,Democratic,1977,1979,fail-lastname
520,"Karth, Joseph E.",Joseph E.,Karth,,,House,Minnesota,Democratic,1959,1977,fail-lastname
521,"Minish, Joseph G.",Joseph G.,Minish,,,House,New Jersey,Democratic,1963,1985,fail-lastname
522,"Lieberman, Joseph I.",Joseph I.,Lieberman,,,Senate,Connecticut,Independent Democrat,1989,2013,ambiguous
523,"Maraziti, Joseph J.",Joseph J.,Maraziti,,,House,New Jersey,Republican,1973,1975,fail-lastname
524,"Gaydos, Joseph M.",Joseph M.,Gaydos,,,House,Pennsylvania,Democratic,1967,1993,fail-lastname
525,"Addabbo, Joseph P.",Joseph P.,Addabbo,,,House,New York,Democratic,1961,1987,fail-lastname
526,"Kolter, Joseph P.",Joseph P.,Kolter,,,House,Pennsylvania,Democratic,1983,1993,fail-lastname
527,"Vigorito, Joseph P.",Joseph P.,Vigorito,,,House,Pennsylvania,Democratic,1965,1977,fail-lastname
528,"Ammerman, Joseph S.",Joseph S.,Ammerman,,,House,Pennsylvania,Democratic,1977,1979,fail-lastname
529,"Eilberg, Joshua",Joshua,Eilberg,,,House,Pennsylvania,Democratic,1967,1979,fail-lastname
530,"Hansen, Julia Butler",Julia Butler,Hansen,,,House,Washington,Democratic,1959,1975,fail-firstname
531,"McKay, K. Gunn",K. Gunn,McKay,,,House,Utah,Democratic,1971,1981,only-surname
532,"Conaway, K. Michael",K. Michael,Conaway,,,House,Texas,Republican,2005,2021,fail-firstname
533,"Kahele, Kaiali'i",Kaiali'i,Kahele,,,House,Hawaii,Democratic,2021,2023,only-surname
534,"Hodges, Kaneaster, Jr.","Kaneaster, Jr.",Hodges,,,Senate,Arkansas,Democratic,1977,1979,fail-firstname
535,"Dahlkemper, Kathleen A.",Kathleen A.,Dahlkemper,,,House,Pennsylvania,Democratic,2009,2011,only-surname
536,"Hochul, Kathleen C.",Kathleen C.,Hochul,,,House,New York,Democratic,2011,2013,only-surname
537,"Hall, Katie",Katie,Hall,,,House,Indiana,Democratic,1981,1985,fail-firstname
538,"Sebelius, Keith G.",Keith G.,Sebelius,,,House,Kansas,Republican,1969,1981,fail-lastname
539,"Bentsen, Ken",Ken,Bentsen,,,House,Texas,Democratic,1995,2003,only-surname
540,"Kramer, Ken",Ken,Kramer,,,House,Colorado,Republican,1979,1987,fail-firstname
541,"Gray, Kenneth J.",Kenneth J.,Gray,,,House,Illinois,Democratic,1955,1989,fail-firstname
542,"Holland, Kenneth L.",Kenneth L.,Holland,,,House,South Carolina,Democratic,1975,1983,fail-firstname
543,"Hance, Kent R.",Kent R.,Hance,,,House,Texas,Democratic,1979,1985,fail-lastname
544,"King-Hinds, Kimberlyn",Kimberlyn,King-Hinds,,,House,Northern Mariana Islands,Republican,2025,9999,fail-firstname
545,"Bafalis, L. A. (Skip)",L. A. (Skip),Bafalis,,,House,Florida,Republican,1973,1983,fail-lastname
546,"Fountain, L. H.",L. H.,Fountain,,,House,North Carolina,Democratic,1953,1983,fail-lastname
547,"Baker, LaMar",LaMar,Baker,,,House,Tennessee,Republican,1971,1975,fail-firstname
548,"Butler, Laphonza R.",Laphonza R.,Butler,,,Senate,California,Democratic,2023,2024,fail-firstname
549,"Smith, Larkin",Larkin,Smith,,,House,Mississippi,Republican,1989,1991,fail-firstname
550,"Hopkins, Larry J.",Larry J.,Hopkins,,,House,Kentucky,Republican,1979,1993,fail-firstname
551,"Winn, Larry, Jr.","Larry, Jr.",Winn,,,House,Kansas,Republican,1967,1985,fail-firstname
552,"Faircloth, Lauch",Lauch,Faircloth,,,Senate,North Carolina,Republican,1993,1999,fail-firstname
553,"Coughlin, Lawrence",Lawrence,Coughlin,,,House,Pennsylvania,Republican,1969,1993,only-surname
554,"DeNardis, Lawrence J.",Lawrence J.,DeNardis,,,House,Connecticut,Republican,1981,1983,fail-firstname
555,"Hogan, Lawrence J.",Lawrence J.,Hogan,,,House,Maryland,Republican,1969,1975,ambiguous
556,"McDonald, Lawrence P.",Lawrence P.,McDonald,,,House,Georgia,Democratic,1975,1985,fail-firstname
557,"Chiles, Lawton",Lawton,Chiles,,,Senate,Florida,Democratic,1971,1989,fail-lastname
558,"Metcalf, Lee",Lee,Metcalf,,,"House,Senate",Montana,Democratic,1953,1979,fail-firstname
559,"Zeferetti, Leo C.",Leo C.,Zeferetti,,,House,New York,Democratic,1975,1983,fail-lastname
560,"Ryan, Leo J.",Leo J.,Ryan,,,House,California,Democratic,1973,1979,fail-firstname
561,"Arends, Leslie C.",Leslie C.,Arends,,,House,Illinois,Republican,1935,1975,fail-lastname
562,"Wolff, Lester L.",Lester L.,Wolff,,,House,New York,Democratic,1965,1981,fail-firstname
563,"Thomas, Lindsay",Lindsay,Thomas,,,House,Georgia,Democratic,1983,1993,fail-firstname
564,"Van Deerlin, Lionel",Lionel,Van Deerlin,,,House,California,Democratic,1963,1981,fail-lastname
565,"Meeds, Lloyd",Lloyd,Meeds,,,House,Washington,Democratic,1965,1979,fail-lastname
566,"Bentsen, Lloyd M.",Lloyd M.,Bentsen,,,"House,Senate",Texas,Democratic,1947,1993,only-surname
567,"Frey, Lou, Jr.","Lou, Jr.",Frey,,,House,Florida,Republican,1969,1979,fail-firstname
568,"Wyman, Louis C.",Louis C.,Wyman,,,"House,Senate",New Hampshire,Republican,1963,1975,only-surname
569,"Weicker, Lowell P., Jr.","Lowell P., Jr.",Weicker,,,"House,Senate",Connecticut,Republican,1969,1989,fail-lastname
570,"Nedzi, Lucien N.",Lucien N.,Nedzi,,,House,Michigan,Democratic,1961,1981,fail-lastname
571,"Fortuno, Luis G.",Luis G.,Fortuno,,,House,Puerto Rico,Republican,2005,2009,fail-lastname
572,"Strange, Luther",Luther,Strange,,,Senate,Alabama,Republican,2017,2018,fail-lastname
573,"Williams, Lyle",Lyle,Williams,,,House,Ohio,Republican,1979,1985,fail-firstname
574,"Martin, Lynn M.",Lynn M.,Martin,,,House,Illinois,Republican,1981,1991,fail-firstname
575,"Butler, M. Caldwell",M. Caldwell,Butler,,,House,Virginia,Republican,1971,1983,fail-firstname
576,"Snyder, M. G. (Gene)",M. G. (Gene),Snyder,,,House,Kentucky,Republican,1963,1987,fail-firstname
577,"Collins, Mac",Mac,Collins,,,House,Georgia,Republican,1993,2005,ambiguous
578,"Wallop, Malcolm",Malcolm,Wallop,,,Senate,Wyoming,Republican,1977,1995,fail-lastname
579,"Lujan, Manuel, Jr.","Manuel, Jr.",Lujan,,,House,New Mexico,Republican,1969,1989,fail-firstname
580,"Marks, Marc L.",Marc L.,Marks,,,House,Pennsylvania,Republican,1977,1983,fail-lastname
581,"Heckler, Margaret M.",Margaret M.,Heckler,,,House,Massachusetts,Republican,1967,1983,fail-lastname
582,"Biaggi, Mario",Mario,Biaggi,,,House,New York,Democratic,1969,1989,fail-lastname
583,"Holt, Marjorie S.",Marjorie S.,Holt,,,House,Maryland,Republican,1973,1987,fail-firstname
584,"Andrews, Mark",Mark,Andrews,,,"House,Senate",North Dakota,Republican,1963,1987,fail-firstname
585,"Green, Mark",Mark,Green,,,House,Wisconsin,Republican,1999,2007,ambiguous
586,"Harris, Mark",Mark,Harris,,,House,North Carolina,Republican,2025,9999,ambiguous
587,"Siljander, Mark D.",Mark D.,Siljander,,,House,Michigan,Republican,1981,1987,fail-lastname
588,"Green, Mark E.",Mark E.,Green,,,House,Tennessee,Republican,2019,2025,ambiguous
589,"Hatfield, Mark O.",Mark O.,Hatfield,,,Senate,Oregon,Republican,1967,1997,fail-lastname
590,"Kirk, Mark Steven",Mark Steven,Kirk,,,"House,Senate",Illinois,Republican,2001,2017,ambiguous
591,"Hannaford, Mark W.",Mark W.,Hannaford,,,House,California,Democratic,1975,1979,fail-lastname
592,"Cook, Marlow W.",Marlow W.,Cook,,,Senate,Kentucky,Republican,1967,1975,fail-firstname
593,"Keys, Martha E.",Martha E.,Keys,,,House,Kansas,Democratic,1975,1979,fail-lastname
594,"Griffiths, Martha W.",Martha W.,Griffiths,,,House,Michigan,Democratic,1955,1975,fail-lastname
595,"Frost, Martin",Martin,Frost,,,House,Texas,Democratic,1979,2005,fail-firstname
596,"Russo, Martin A.",Martin A.,Russo,,,House,Illinois,Democratic,1975,1993,fail-firstname
597,"Leath, Marvin",Marvin,Leath,,,House,Texas,Democratic,1979,1991,fail-lastname
598,"Esch, Marvin L.",Marvin L.,Esch,,,House,Michigan,Republican,1967,1977,only-surname
599,"Allen, Maryon",Maryon,Allen,,,Senate,Alabama,Democratic,1977,1979,fail-firstname
600,"McHugh, Matthew F.",Matthew F.,McHugh,,,House,New York,Democratic,1975,1993,fail-firstname
601,"Rinaldo, Matthew J.",Matthew J.,Rinaldo,,,House,New Jersey,Republican,1973,1993,fail-lastname
602,"Rosendale, Matthew M.",Matthew M.,Rosendale,,,House,Montana,Republican,2021,2025,only-surname
603,"Cleland, Max",Max,Cleland,,,Senate,Georgia,Democratic,1997,2003,only-surname
604,"Levine, Mel",Mel,Levine,,,House,California,Democratic,1983,1993,fail-firstname
605,"Evans, Melvin H.",Melvin H.,Evans,,,House,Virgin Islands,Republican,1979,1981,fail-firstname
606,"Davis, Mendel J.",Mendel J.,Davis,,,House,South Carolina,Democratic,1971,1981,fail-firstname
607,"Dymally, Mervyn M.",Mervyn M.,Dymally,,,House,California,Democratic,1981,1993,fail-lastname
608,"Blouin, Michael",Michael,Blouin,,,House,Iowa,Democratic,1975,1979,fail-lastname
609,"Cloud, Michael",Michael,Cloud,,,House,Texas,Republican,2018,9999,ambiguous
610,"Lawler, Michael",Michael,Lawler,,,House,New York,Republican,2023,9999,fail-firstname
611,"Waltz, Michael",Michael,Waltz,,,House,Florida,Republican,2019,2025,fail-firstname
612,"Enzi, Michael B.",Michael B.,Enzi,,,Senate,Wyoming,Republican,1997,2021,only-surname
613,"Barnes, Michael D.",Michael D.,Barnes,,,House,Maryland,Democratic,1979,1987,fail-firstname
614,"Capuano, Michael E.",Michael E.,Capuano,,,House,Massachusetts,Democratic,1999,2019,only-surname
615,"Sodrel, Michael E.",Michael E.,Sodrel,,,House,Indiana,Republican,2005,2007,only-surname
616,"Doyle, Michael F.",Michael F.,Doyle,,,House,Pennsylvania,Democratic,1995,2022,fail-firstname
617,"San Nicolas, Michael F. Q.",Michael F. Q.,San Nicolas,,,House,Guam,Democratic,2019,2023,only-surname
618,"Fitzpatrick, Michael G.",Michael G.,Fitzpatrick,,,House,Pennsylvania,Republican,2005,2017,fail-firstname
619,"Oxley, Michael G.",Michael G.,Oxley,,,House,Ohio,Republican,1981,2007,ambiguous
620,"Michaud, Michael H.",Michael H.,Michaud,,,House,Maine,Democratic,2003,2015,only-surname
621,"Harrington, Michael J.",Michael J.,Harrington,,,House,Massachusetts,Democratic,1969,1979,fail-firstname
622,"Simpson, Michael K.",Michael K.,Simpson,,,House,Idaho,Republican,1999,9999,ambiguous
623,"Strang, Michael L.",Michael L.,Strang,,,House,Colorado,Republican,1985,1987,fail-lastname
624,"Honda, Michael M.",Michael M.,Honda,,,House,California,Democratic,2001,2017,only-surname
625,"Castle, Michael N.",Michael N.,Castle,,,House,Delaware,Republican,1993,2011,fail-firstname
626,"Turner, Michael R.",Michael R.,Turner,,,House,Ohio,Republican,2003,9999,fail-firstname
627,"Edwards, Mickey",Mickey,Edwards,,,House,Oklahoma,Republican,1977,1993,fail-firstname
628,"Leland, Mickey",Mickey,Leland,,,House,Texas,Democratic,1979,1991,fail-lastname
629,"Coffman, Mike",Mike,Coffman,,,House,Colorado,Republican,2009,2019,only-surname
630,"Ferguson, Mike",Mike,Ferguson,,,House,New Jersey,Republican,2001,2009,fail-firstname
631,"Gravel, Mike",Mike,Gravel,,,Senate,Alaska,Democratic,1969,1981,fail-lastname
632,"Lowry, Mike",Mike,Lowry,,,House,Washington,Democratic,1979,1989,only-surname
633,"Mansfield, Mike",Mike,Mansfield,,,"House,Senate",Montana,Democratic,1943,1977,fail-firstname
634,"McCormack, Mike",Mike,McCormack,,,House,Washington,Democratic,1971,1981,fail-lastname
635,"Ward, Mike",Mike,Ward,,,House,Kentucky,Democratic,1995,1997,fail-firstname
636,"Rogers, Mike D.",Mike D.,Rogers,,,House,Alabama,Republican,2003,9999,ambiguous
637,"Rogers, Mike J.",Mike J.,Rogers,,,House,Michigan,Republican,2001,2015,ambiguous
638,"Fenwick, Millicent H.",Millicent H.,Fenwick,,,House,New Jersey,Republican,1975,1983,fail-lastname
639,"Young, Milton R.",Milton R.,Young,,,Senate,North Dakota,Republican,1945,1981,fail-firstname
640,"Murphy, Morgan F.",Morgan F.,Murphy,,,House,Illinois,Democratic,1971,1981,fail-firstname
641,"Udall, Morris K.",Morris K.,Udall,,,House,Arizona,Democratic,1961,1993,fail-firstname
642,"Humphrey, Muriel",Muriel,Humphrey,,,Senate,Minnesota,Democratic,1977,1979,only-surname
643,"Kassebaum, Nancy Landon",Nancy Landon,Kassebaum,,,Senate,Kansas,Republican,1979,1997,fail-lastname
644,"Pou, Nellie",Nellie,Pou,,,House,New Jersey,Democratic,2025,9999,only-surname
645,"Steers, Newton I., Jr.","Newton I., Jr.",Steers,,,House,Maryland,Republican,1977,1979,only-surname
646,"Brady, Nicholas",Nicholas,Brady,,,Senate,New Jersey,Republican,1981,1983,fail-firstname
647,"Dicks, Norman D.",Norman D.,Dicks,,,House,Washington,Democratic,1977,2013,only-surname
648,"Shumway, Norman D.",Norman D.,Shumway,,,House,California,Republican,1979,1991,fail-lastname
649,"D'Amours, Norman E.",Norman E.,D'Amours,,,House,New Hampshire,Democratic,1975,1985,fail-firstname
650,"Lent, Norman F.",Norman F.,Lent,,,House,New York,Republican,1971,1993,fail-lastname
651,"Cotton, Norris",Norris,Cotton,,,"House,Senate",New Hampshire,Republican,1947,1977,only-surname
652,"Fisher, O. C.",O. C.,Fisher,,,House,Texas,Democratic,1943,1975,fail-firstname
653,"Reid, Ogden R.",Ogden R.,Reid,,,House,New York,Democratic,1963,1975,fail-firstname
654,"Teague, Olin E.",Olin E.,Teague,,,House,Texas,Democratic,1945,1979,fail-firstname
655,"Burleson, Omar",Omar,Burleson,,,House,Texas,Democratic,1947,1979,only-surname
656,"Hansen, Orval",Orval,Hansen,,,House,Idaho,Republican,1969,1975,fail-firstname
657,"Pike, Otis G.",Otis G.,Pike,,,House,New York,Democratic,1961,1979,fail-lastname
658,"Passman, Otto E.",Otto E.,Passman,,,House,Louisiana,Democratic,1947,1977,fail-lastname
659,"Mitchell, Parren J.",Parren J.,Mitchell,,,House,Maryland,Democratic,1971,1987,fail-firstname
660,"Saiki, Patricia",Patricia,Saiki,,,House,Hawaii,Republican,1987,1991,fail-lastname
661,"Schroeder, Patricia",Patricia,Schroeder,,,House,Colorado,Democratic,1973,1997,fail-firstname
662,"Murphy, Patrick",Patrick,Murphy,,,House,Florida,Democratic,2013,2017,ambiguous
663,"Murphy, Patrick J.",Patrick J.,Murphy,,,House,Pennsylvania,Democratic,2007,2011,ambiguous
664,"Swindall, Patrick L.",Patrick L.,Swindall,,,House,Georgia,Republican,1985,1989,fail-lastname
665,"Cook, Paul",Paul,Cook,,,House,California,Republican,2013,2020,ambiguous
